Year,ActivityDate,FishTicketN,Vessel,Coop,Season,Pollock,Chinook
2005,8/19/05,G04019369,DOMINATOR,Akutan pollock,B,353.4019775,13
2005,8/19/05,G04019370,ALDEBARAN,Akutan pollock,B,240.1605682,8
2005,8/19/05,G04019371,COLUMBIA,Akutan pollock,B,259.2828598,13
2005,8/19/05,G04024764,ARCTIC WIND,Westward,B,240.3714924,0
2005,8/19/05,G05004373,AURORA,Unisea,B,564.2084122,3.999999911
2005,8/20/05,G04007338,BERING ROSE,Unalaska,B,349.4479675,3
2005,8/20/05,G04007339,WESTERN DAWN,Unalaska,B,136.6279602,1
2005,8/20/05,G04013291,GOLDEN DAWN,Akutan pollock,B,320.4735813,11.00000009
2005,8/20/05,G04013292,OCEAN LEADER,Peter Pan,B,211.6392975,7
2005,8/20/05,G04016878,GOLD RUSH,Northern Victor,B,142.4621277,4
2005,8/20/05,G04019373,ARCTURUS,Akutan pollock,B,183.9122772,12
2005,8/20/05,G04019374,GLADIATOR,Akutan pollock,B,275.1487732,13
2005,8/20/05,G04019375,MAJESTY,Akutan pollock,B,169.6575317,3
2005,8/20/05,G04019376,PACIFIC VIKING,Akutan pollock,B,225.0870972,15
2005,8/20/05,G04024769,HICKORY WIND,Westward,B,167.8395233,12
2005,8/20/05,G05004374,ALSEA,Unisea,B,369.1451874,6
2005,8/20/05,G05004375,AURIGA,Unisea,B,577.7041016,6
2005,8/21/05,G04007340,MORNING STAR,Unalaska,B,329.0864563,2
2005,8/21/05,G04007341,ALASKA ROSE,Unalaska,B,346.3462906,1
2005,8/21/05,G04013293,VIKING EXPLORER,Akutan pollock,B,254.6756744,24
2005,8/21/05,G04016879,POSEIDON,Northern Victor,B,244.5327911,9
2005,8/21/05,G04019378,GOLDEN PISCES,Akutan pollock,B,134.1758118,2
2005,8/21/05,G04019379,NORTHWEST EXPLORER,Akutan pollock,B,424.364502,28
2005,8/21/05,G04019381,BRISTOL EXPLORER,Akutan pollock,B,306.2555313,17.00000024
2005,8/21/05,G04019382,OCEAN EXPLORER,Akutan pollock,B,283.964447,11
2005,8/21/05,G04019383,ARCTIC EXPLORER,Akutan pollock,B,291.9450378,4
2005,8/21/05,G04019384,ROYAL AMERICAN,Akutan pollock,B,209.4352722,13
2005,8/21/05,G04024770,ALASKAN COMMAND,Westward,B,604.5536194,6.000000149
2005,8/21/05,G04024771,CAITLIN ANN,Westward,B,295.6032867,2
2005,8/21/05,G04024772,VIKING,Westward,B,337.6081848,3
2005,8/21/05,G05004376,GUN-MAR,Unisea,B,524.3688049,1.99999994
2005,8/21/05,G05004377,NORDIC STAR,Unisea,B,185.2118225,1
2005,8/21/05,G05004378,STARLITE,Unisea,B,246.648819,0
2005,8/22/05,G04007342,SEA WOLF,Unalaska,B,316.5853271,2
2005,8/22/05,G04007343,WESTERN DAWN,Unalaska,B,137.8712616,14
2005,8/22/05,G04007344,PROGRESS,Unalaska,B,194.6298676,1
2005,8/22/05,G04013294,OCEANIC,Peter Pan,B,256.6574402,5
2005,8/22/05,G04016880,STORM PETREL,Northern Victor,B,231.6061859,0
2005,8/22/05,G04016881,EXCALIBUR II,Northern Victor,B,137.9678802,6
2005,8/22/05,G04016882,ROYAL ATLANTIC,Northern Victor,B,224.9723358,3
2005,8/22/05,G04019385,PACIFIC EXPLORER,Akutan pollock,B,266.722312,29.00000024
2005,8/22/05,G04019388,DOMINATOR,Akutan pollock,B,298.9902954,5
2005,8/22/05,G04019389,NORTHERN PATRIOT,Akutan pollock,B,374.829895,11
2005,8/22/05,G04019390,ALDEBARAN,Akutan pollock,B,220.2562866,4
2005,8/22/05,G05004379,STARFISH,Unisea,B,287.3509827,1
2005,8/22/05,G05004380,AMERICAN EAGLE,Northern Victor,B,205.9763641,0
2005,8/22/05,G05004381,SEADAWN,Unisea,B,297.4514771,1
2005,8/23/05,G04007345,BERING ROSE,Unalaska,B,353.4269485,18.00000048
2005,8/23/05,G04007346,GREAT PACIFIC,Unalaska,B,199.3150787,14
2005,8/23/05,G04013295,PACIFIC VIKING,Akutan pollock,B,236.5272675,13
2005,8/23/05,G04016883,COMMODORE,Northern Victor,B,198.0531616,9
2005,8/23/05,G04016884,GOLD RUSH,Northern Victor,B,112.672142,0
2005,8/23/05,G04016885,HALF MOON BAY,Northern Victor,B,175.7302856,7
2005,8/23/05,G04019391,ARCTURUS,Akutan pollock,B,412.7705688,28
2005,8/23/05,G04019392,SUNSET BAY,Northern Victor,B,178.0127869,6
2005,8/23/05,G04019394,GOLDEN DAWN,Akutan pollock,B,287.9760437,10
2005,8/23/05,G04019395,SOVEREIGNTY,Akutan pollock,B,350.2463074,3
2005,8/23/05,G04024773,CHELSEA K,Westward,B,854.9940796,4
2005,8/23/05,G04024774,HICKORY WIND,Westward,B,167.6539974,36.99999928
2005,8/23/05,G05004382,ARGOSY,Unisea,B,396.4002686,2.00000006
2005,8/23/05,G05004384,ALSEA,Unisea,B,368.8183899,35
2005,8/24/05,G04007347,ALASKA ROSE,Unalaska,B,363.3239441,17
2005,8/24/05,G04007348,SEA WOLF,Unalaska,B,156.1063232,16
2005,8/24/05,G04013296,OCEAN LEADER,Peter Pan,B,179.7691193,2
2005,8/24/05,G04016886,ANITA J,Northern Victor,B,197.4194794,3
2005,8/24/05,G04019397,COLUMBIA,Akutan pollock,B,440.2286072,30
2005,8/24/05,G04019398,OCEAN EXPLORER,Akutan pollock,B,290.5479431,5
2005,8/24/05,G04024775,PACIFIC PRINCE,Westward,B,480.1192932,3
2005,8/24/05,G04024777,OCEAN HOPE 3,Westward,B,189.4026184,0
2005,8/24/05,G04024778,ARCTIC WIND,Westward,B,240.4417973,0.999999989
2005,8/24/05,G04024779,CAITLIN ANN,Westward,B,291.7232056,8
2005,8/24/05,G05004383,NORDIC STAR,Unisea,B,190.3483582,6
2005,8/24/05,G05004385,AURIGA,Unisea,B,591.0267334,45.00000095
2005,8/25/05,G04007349,DESTINATION,Unalaska,B,496.5907669,7
2005,8/25/05,G04013297,VIKING EXPLORER,Akutan pollock,B,203.9680634,12
2005,8/25/05,G04016887,POSEIDON,Northern Victor,B,198.732193,15
2005,8/25/05,G04019399,BRISTOL EXPLORER,Akutan pollock,B,261.5690002,16.00000048
2005,8/25/05,G04019401,ROYAL AMERICAN,Akutan pollock,B,184.8725433,9
2005,8/25/05,G04019402,ARCTIC EXPLORER,Akutan pollock,B,304.8276138,15
2005,8/25/05,G04019403,PACIFIC EXPLORER,Akutan pollock,B,240.8382416,10
2005,8/25/05,G04024780,VIKING,Westward,B,331.9613647,21
2005,8/25/05,G05004386,DEFENDER,Unisea,B,679.2690353,6.999999762
2005,8/25/05,G05004387,AURORA,Unisea,B,538.3155518,3
2005,8/26/05,G04007350,MORNING STAR,Unalaska,B,343.7852783,0
2005,8/26/05,G04007351,BERING ROSE,Unalaska,B,322.7410889,27
2005,8/26/05,G04019404,NORTHWEST EXPLORER,Akutan pollock,B,209.4710999,36
2005,8/26/05,G04019406,NORTHERN PATRIOT,Akutan pollock,B,288.2550278,24
2005,8/26/05,G04019407,ALDEBARAN,Akutan pollock,B,212.2630005,30
2005,8/26/05,G04019409,SOVEREIGNTY,Akutan pollock,B,289.7691193,64
2005,8/26/05,G04024781,ALASKAN COMMAND,Westward,B,635.0626221,1
2005,8/26/05,G05004388,GUN-MAR,Unisea,B,553.1254883,0
2005,8/26/05,G05004389,SEADAWN,Unisea,B,267.600708,8
2005,8/26/05,G05004392,ALSEA,Unisea,B,345.5785675,6
2005,8/27/05,G04007353,PROGRESS,Unalaska,B,190.90448,20
2005,8/27/05,G04007354,GREAT PACIFIC,Unalaska,B,200.3379326,8
2005,8/27/05,G04016892,COMMODORE,Northern Victor,B,203.3643341,7
2005,8/27/05,G04016893,GOLD RUSH,Northern Victor,B,100.5152893,0
2005,8/27/05,G04019408,ARCTURUS,Akutan pollock,B,232.9365845,42
2005,8/27/05,G04019410,GOLDEN PISCES,Akutan pollock,B,219.6244202,0
2005,8/27/05,G04019411,DOMINATOR,Akutan pollock,B,227.8340836,41.00000095
2005,8/27/05,G04019412,COLUMBIA,Akutan pollock,B,187.5056763,26
2005,8/27/05,G05004390,STARLITE,Unisea,B,241.2024841,0
2005,8/27/05,G05004391,STARFISH,Unisea,B,272.8583374,11
2005,8/27/05,G05004393,FIERCE ALLEGIANCE,Unisea,B,162.5827789,11
2005,8/27/05,G05004394,FIERCE ALLEGIANCE,Unisea,B,137.2804565,9
2005,8/27/05,G05004395,AMERICAN EAGLE,Northern Victor,B,187.2904358,7
2005,8/28/05,G04019413,ROYAL AMERICAN,Akutan pollock,B,222.6199799,3
2005,8/28/05,G04019414,HALF MOON BAY,Northern Victor,B,118.1148529,5
2005,8/28/05,G04019415,MAJESTY,Akutan pollock,B,152.8127594,30
2005,8/28/05,G04019416,PACIFIC EXPLORER,Akutan pollock,B,165.3873751,3.000000028
2005,8/28/05,G04024784,CHELSEA K,Westward,B,862.7891464,22.00000069
2005,8/28/05,G05004396,AURIGA,Unisea,B,548.9431152,22
2005,8/28/05,G05004397,ARGOSY,Unisea,B,353.3743134,4
2005,8/28/05,G05004398,NORDIC STAR,Unisea,B,175.0564919,10.00000024
2005,8/29/05,G04007356,DESTINATION,Unalaska,B,114.38311,40
2005,8/29/05,G04016897,COMMODORE,Northern Victor,B,195.6858368,5
2005,8/29/05,G04019417,NORTHWEST EXPLORER,Akutan pollock,B,234.8371696,30
2005,8/29/05,G04019419,SOVEREIGNTY,Akutan pollock,B,241.7341232,6.000000238
2005,8/29/05,G04024786,PACIFIC PRINCE,Westward,B,485.1900635,1
2005,8/29/05,G05004399,DEFENDER,Unisea,B,663.4410095,42
2005,8/29/05,G05004400,AURORA,Unisea,B,549.8205872,34
2005,8/30/05,G04007357,ALASKA ROSE,Unalaska,B,356.1711731,0
2005,8/30/05,G04007358,SEA WOLF,Unalaska,B,352.7315702,25
2005,8/30/05,G04007359,PROGRESS,Unalaska,B,163.7054291,8
2005,8/30/05,G04013299,OCEAN LEADER,Peter Pan,B,196.6288605,3
2005,8/30/05,G04016898,POSEIDON,Northern Victor,B,140.4749184,47.99999809
2005,8/30/05,G04016899,ROYAL ATLANTIC,Northern Victor,B,144.4529572,12
2005,8/30/05,G04019421,ALDEBARAN,Akutan pollock,B,114.0202332,25
2005,8/30/05,G04019422,GOLDEN PISCES,Akutan pollock,B,176.5063934,6
2005,8/30/05,G04019423,SEADAWN,Unisea,B,263.6605225,9
2005,8/30/05,G04019425,COLUMBIA,Akutan pollock,B,193.973053,14
2005,8/30/05,G04024787,ARCTIC WIND,Westward,B,247.4580231,0
2005,8/30/05,G04024788,VIKING,Westward,B,342.3378296,1
2005,8/30/05,G05004401,GUN-MAR,Unisea,B,547.897583,0
2005,8/30/05,G05004402,STARLITE,Unisea,B,232.9594765,19
2005,8/31/05,G04007360,GREAT PACIFIC,Unalaska,B,150.1737213,12
2005,8/31/05,G04007362,MORNING STAR,Unalaska,B,363.7403564,23
2005,8/31/05,G04016976,ANITA J,Northern Victor,B,187.2997475,7
2005,8/31/05,G04019424,ARCTURUS,Akutan pollock,B,170.9235229,37
2005,8/31/05,G04024789,ALASKAN COMMAND,Westward,B,631.649292,1
2005,8/31/05,G05002002,SEEKER,Akutan pollock,B,123.2799606,4
2005,8/31/05,G05002003,VIKING EXPLORER,Akutan pollock,B,264.5867615,62
2005,8/31/05,G05004403,ALSEA,Unisea,B,402.8572083,10
2005,9/1/05,G04007363,BERING ROSE,Unalaska,B,312.0575256,51
2005,9/1/05,G04013300,OCEAN LEADER,Peter Pan,B,172.2239838,11
2005,9/1/05,G04016978,COMMODORE,Northern Victor,B,220.3379364,10
2005,9/1/05,G05002005,GOLDEN PISCES,Akutan pollock,B,101.4719238,4
2005,9/1/05,G05002006,PACIFIC EXPLORER,Akutan pollock,B,301.8143997,10.99999976
2005,9/1/05,G05002007,ARCTURUS,Akutan pollock,B,209.022049,23
2005,9/1/05,G05004404,STARFISH,Unisea,B,284.7920303,15.99999952
2005,9/1/05,G05004405,AURIGA,Unisea,B,559.2348022,6
2005,9/1/05,G05004406,ARGOSY,Unisea,B,354.979805,12.00000072
2005,9/2/05,G04007364,PROGRESS,Unalaska,B,197.5882263,4
2005,9/2/05,G04007366,ALASKA ROSE,Unalaska,B,250.0068054,17
2005,9/2/05,G04016979,SUNSET BAY,Northern Victor,B,178.5702515,18.00000072
2005,9/2/05,G04016980,POSEIDON,Northern Victor,B,237.6988983,10
2005,9/2/05,G04024790,CHELSEA K,Westward,B,844.0016785,7.999999762
2005,9/2/05,G05002008,NORTHWEST EXPLORER,Akutan pollock,B,240.3293033,13.99999966
2005,9/2/05,G05002009,SOVEREIGNTY,Akutan pollock,B,224.1599321,43.99999928
2005,9/2/05,G05002010,ALDEBARAN,Akutan pollock,B,168.9267883,19
2005,9/2/05,G05002011,ROYAL AMERICAN,Akutan pollock,B,241.1775284,9.000000238
2005,9/2/05,G05004407,SEADAWN,Unisea,B,292.5596619,8
2005,9/2/05,G05004408,FIERCE ALLEGIANCE,Unisea,B,198.5246668,6.000000224
2005,9/2/05,G05004409,FIERCE ALLEGIANCE,Unisea,B,167.6281452,5.000000194
2005,9/3/05,G04007367,SEA WOLF,Unalaska,B,312.6685104,1
2005,9/3/05,G04016981,HALF MOON BAY,Northern Victor,B,198.4918022,8.000000119
2005,9/3/05,G04016982,ANITA J,Northern Victor,B,192.8953094,6.999999762
2005,9/3/05,G05002012,DOMINATOR,Akutan pollock,B,308.1488647,29
2005,9/3/05,G05002013,GOLDEN DAWN,Akutan pollock,B,188.6759462,16
2005,9/3/05,G05002014,GOLDEN PISCES,Akutan pollock,B,157.7419891,4
2005,9/3/05,G05004410,DEFENDER,Unisea,B,708.4346466,21
2005,9/3/05,G05004411,AMERICAN EAGLE,Northern Victor,B,202.142334,1
2005,9/3/05,G05004412,NORDIC STAR,Unisea,B,192.2237511,15
2005,9/3/05,G05004413,AURORA,Unisea,B,533.958313,3
2005,9/4/05,G04007369,GREAT PACIFIC,Unalaska,B,135.0925369,4
2005,9/4/05,G04007370,DESTINATION,Unalaska,B,463.4210434,38.00000048
2005,9/4/05,G04016984,ROYAL ATLANTIC,Northern Victor,B,224.4620361,0
2005,9/4/05,G04024794,VIKING,Westward,B,328.8156433,5
2005,9/4/05,G05002016,BRISTOL EXPLORER,Akutan pollock,B,281.4374466,22.00000048
2005,9/4/05,G05004414,GUN-MAR,Unisea,B,552.6156616,3
2005,9/4/05,G05004415,STARLITE,Unisea,B,240.1460571,2
2005,9/4/05,G05004416,ALSEA,Unisea,B,355.5028138,20.99999923
2005,9/5/05,G04007371,MORNING STAR,Unalaska,B,339.9632645,5.000000238
2005,9/5/05,G04016985,COMMODORE,Northern Victor,B,130.4935074,6.000000238
2005,9/5/05,G04024795,PACIFIC PRINCE,Westward,B,489.1150208,20
2005,9/5/05,G04024796,ALASKAN COMMAND,Westward,B,586.3444824,4
2005,9/5/05,G05002017,NORTHERN PATRIOT,Akutan pollock,B,387.120575,22
2005,9/5/05,G05002020,PACIFIC EXPLORER,Akutan pollock,B,301.8243713,7
2005,9/5/05,G05002022,COLUMBIA,Akutan pollock,B,186.7250366,10
2005,9/6/05,G04007372,BERING ROSE,Unalaska,B,298.5271606,15
2005,9/6/05,G04024799,ARCTIC WIND,Westward,B,288.4414368,0
2005,9/6/05,G04024800,CAITLIN ANN,Westward,B,307.0883522,5.000000119
2005,9/6/05,G05002023,NORTHWEST EXPLORER,Akutan pollock,B,301.9590912,22
2005,9/6/05,G05002024,SOVEREIGNTY,Akutan pollock,B,387.1554871,13
2005,9/6/05,G05002025,PACIFIC VIKING,Akutan pollock,B,169.9872971,13
2005,9/6/05,G05002026,DOMINATOR,Akutan pollock,B,301.7059937,13
2005,9/6/05,G05002027,ARCTURUS,Akutan pollock,B,233.8170319,10.00000048
2005,9/6/05,G05004417,STARFISH,Unisea,B,284.6180725,5
2005,9/6/05,G05004418,AURIGA,Unisea,B,544.4144287,25
2005,9/7/05,G05002029,GOLDEN DAWN,Akutan pollock,B,155.6377563,28
2005,9/7/05,G05004419,AMERICAN EAGLE,Northern Victor,B,207.6914215,0
2005,9/8/05,G04007373,PROGRESS,Unalaska,B,202.969696,20
2005,9/8/05,G04007374,SEA WOLF,Unalaska,B,315.352005,1.00000003
2005,9/8/05,G04016986,POSEIDON,Northern Victor,B,249.1599426,4
2005,9/8/05,G04024505,CHELSEA K,Westward,B,842.706604,9
2005,9/8/05,G04024506,VIKING,Westward,B,332.0221252,8
2005,9/8/05,G05002031,VIKING EXPLORER,Akutan pollock,B,212.9220767,52.99999857
2005,9/8/05,G05002032,NORTHERN PATRIOT,Akutan pollock,B,368.9077454,16
2005,9/8/05,G05002051,COLUMBIA,Akutan pollock,B,246.8034973,5
2005,9/8/05,G05004420,ARGOSY,Unisea,B,403.3423309,7
2005,9/8/05,G05004421,SEADAWN,Unisea,B,295.8031006,4
2005,9/8/05,G05004422,FIERCE ALLEGIANCE,Unisea,B,196.5272636,9
2005,9/8/05,G05004423,FIERCE ALLEGIANCE,Unisea,B,165.9419098,8.000000238
2005,9/9/05,G04007375,GREAT PACIFIC,Unalaska,B,198.3911133,33
2005,9/9/05,G04007376,ALASKA ROSE,Unalaska,B,347.0557175,7
2005,9/9/05,G04016987,ANITA J,Northern Victor,B,211.4764557,9
2005,9/9/05,G04016988,ROYAL ATLANTIC,Northern Victor,B,228.8855133,2
2005,9/9/05,G04024511,PACIFIC PRINCE,Westward,B,469.4529724,9
2005,9/9/05,G05002033,ROYAL AMERICAN,Akutan pollock,B,173.3035464,11.00000034
2005,9/9/05,G05002034,ALDEBARAN,Akutan pollock,B,216.3390121,15
2005,9/9/05,G05002035,PACIFIC EXPLORER,Akutan pollock,B,241.5476685,3
2005,9/9/05,G05002036,BRISTOL EXPLORER,Akutan pollock,B,168.0962524,27.00000072
2005,9/9/05,G05002038,SOVEREIGNTY,Akutan pollock,B,382.6299438,33
2005,9/9/05,G05004424,DEFENDER,Unisea,B,723.0819702,17
2005,9/10/05,G04007377,DESTINATION,Unalaska,B,483.4999695,21
2005,9/10/05,G04016197,HALF MOON BAY,Northern Victor,B,182.535614,2
2005,9/10/05,G04016989,STORM PETREL,Northern Victor,B,226.9264221,8
2005,9/10/05,G04024513,ALASKAN COMMAND,Westward,B,616.2559814,17
2005,9/10/05,G04024514,ARCTIC WIND,Westward,B,241.0868225,6
2005,9/10/05,G05002039,NORTHWEST EXPLORER,Akutan pollock,B,176.3081703,10.00000024
2005,9/10/05,G05004425,AURORA,Unisea,B,577.2178421,11
2005,9/10/05,G05004426,ALSEA,Unisea,B,359.3976135,4
2005,9/10/05,G05004427,GUN-MAR,Unisea,B,556.8452148,14
2005,9/11/05,G04007378,MORNING STAR,Unalaska,B,336.619812,7.999999523
2005,9/11/05,G04007379,VANGUARD,Unalaska,B,147.9955597,5
2005,9/11/05,G04007380,BERING ROSE,Unalaska,B,345.571991,11
2005,9/11/05,G04016990,COMMODORE,Northern Victor,B,191.4360809,4
2005,9/11/05,G04024519,CAITLIN ANN,Westward,B,305.5175591,2.00000006
2005,9/11/05,G05002040,DOMINATOR,Akutan pollock,B,248.1710968,8
2005,9/11/05,G05004428,STARLITE,Unisea,B,241.0693512,6
2005,9/11/05,G05004429,STARFISH,Unisea,B,279.4747314,16
2005,9/12/05,G05002042,ARCTURUS,Akutan pollock,B,217.1899719,11
2005,9/12/05,G05004430,AURIGA,Unisea,B,580.651123,21
2005,9/13/05,G04016992,POSEIDON,Northern Victor,B,252.7333832,10
2005,9/13/05,G04024521,CHELSEA K,Westward,B,846.0214844,37
2005,9/13/05,G05004432,FIERCE ALLEGIANCE,Unisea,B,241.9996796,23
2005,9/13/05,G05004433,FIERCE ALLEGIANCE,Unisea,B,130.078476,13
2005,9/14/05,G04024523,VIKING,Westward,B,339.5754395,29
2005,9/14/05,G04024526,PACIFIC PRINCE,Westward,B,466.2460632,32.00000095
2005,9/14/05,G04024527,OCEAN HOPE 3,Westward,B,120.2204514,5
2005,9/15/05,G05002044,DOMINATOR,Akutan pollock,B,285.7166748,8
2005,9/15/05,G05002045,SEEKER,Akutan pollock,B,125.8087616,4
2005,9/15/05,G05002046,NORTHWEST EXPLORER,Akutan pollock,B,104.3890076,34
2005,9/15/05,G05002047,ARCTURUS,Akutan pollock,B,228.7653046,10
2005,9/15/05,G05002048,PACIFIC VIKING,Akutan pollock,B,141.0568848,6
2005,9/15/05,G05002049,GOLDEN DAWN,Akutan pollock,B,216.2550964,33
2005,9/15/05,G05002050,COLUMBIA,Akutan pollock,B,225.2154541,25
2005,9/15/05,G05002053,NORTHERN PATRIOT,Akutan pollock,B,192.7660294,35
2005,9/16/05,G04007381,PROGRESS,Unalaska,B,194.655262,52.99999905
2005,9/16/05,G04007382,DESTINATION,Unalaska,B,474.5382233,25
2005,9/16/05,G04016993,COMMODORE,Northern Victor,B,190.4599419,64
2005,9/16/05,G04016995,ROYAL ATLANTIC,Northern Victor,B,222.5129242,4
2005,9/16/05,G05002052,VIKING EXPLORER,Akutan pollock,B,188.2219009,27
2005,9/16/05,G05002054,ALDEBARAN,Akutan pollock,B,230.4753799,32.00000095
2005,9/16/05,G05002055,SOVEREIGNTY,Akutan pollock,B,367.8272705,51
2005,9/16/05,G05002056,BRISTOL EXPLORER,Akutan pollock,B,129.1290894,56
2005,9/16/05,G05002058,DOMINATOR,Akutan pollock,B,289.3999023,10
2005,9/16/05,G05002060,SEEKER,Akutan pollock,B,112.3142548,7
2005,9/16/05,G05004434,AURORA,Unisea,B,544.5112305,3
2005,9/17/05,G04007383,GREAT PACIFIC,Unalaska,B,176.8475037,38
2005,9/17/05,G04007384,SEA WOLF,Unalaska,B,331.1983948,6
2005,9/17/05,G04016996,ANITA J,Northern Victor,B,201.8692703,4
2005,9/17/05,G04024535,ALASKAN COMMAND,Westward,B,611.7286377,9
2005,9/17/05,G04024537,ARCTIC WIND,Westward,B,241.4941559,4
2005,9/17/05,G04024539,CAITLIN ANN,Westward,B,299.9800529,0
2005,9/17/05,G05002059,NORTHWEST EXPLORER,Akutan pollock,B,203.832901,6
2005,9/17/05,G05002061,GOLDEN DAWN,Akutan pollock,B,296.7762756,13
2005,9/17/05,G05002062,ROYAL AMERICAN,Akutan pollock,B,221.1657462,0
2005,9/17/05,G05002063,SEADAWN,Unisea,B,235.5434113,2
2005,9/17/05,G05004435,DEFENDER,Unisea,B,669.3164368,22
2005,9/18/05,G04007385,ALASKA ROSE,Unalaska,B,349.2456665,6
2005,9/18/05,G04007386,MORNING STAR,Unalaska,B,335.7820129,4.000000119
2005,9/18/05,G04016997,HALF MOON BAY,Northern Victor,B,182.4802704,1
2005,9/18/05,G04016998,STORM PETREL,Northern Victor,B,239.5196381,0.999999978
2005,9/18/05,G05002065,COLUMBIA,Akutan pollock,B,108.046814,3
2005,9/18/05,G05002067,ARCTURUS,Akutan pollock,B,240.4785461,10
2005,9/18/05,G05002068,VIKING EXPLORER,Akutan pollock,B,229.1635742,11
2005,9/18/05,G05002069,NORTHERN PATRIOT,Akutan pollock,B,309.7459717,20
2005,9/18/05,G05002070,ARCTIC EXPLORER,Akutan pollock,B,365.824646,10
2005,9/18/05,G05004436,GUN-MAR,Unisea,B,520.7590942,9
2005,9/18/05,G05004437,STARLITE,Unisea,B,237.8184204,0
2005,9/18/05,G05004439,STARFISH,Unisea,B,265.2079773,3
2005,9/19/05,G04007387,BERING ROSE,Unalaska,B,329.5246429,8.000000238
2005,9/19/05,G04016999,POSEIDON,Northern Victor,B,242.6812134,2.999999881
2005,9/19/05,G04024546,VIKING,Westward,B,334.3985214,7
2005,9/19/05,G05002072,BRISTOL EXPLORER,Akutan pollock,B,180.1356201,13
2005,9/19/05,G05002073,DOMINATOR,Akutan pollock,B,296.6565247,2
2005,9/19/05,G05002074,PACIFIC EXPLORER,Akutan pollock,B,273.9236145,3
2005,9/19/05,G05002075,SOVEREIGNTY,Akutan pollock,B,310.0739441,15
2005,9/19/05,G05002077,SEEKER,Akutan pollock,B,124.3354797,6
2005,9/19/05,G05004440,AURIGA,Unisea,B,559.5622559,5
2005,9/19/05,G05004441,ALSEA,Unisea,B,343.6850281,8
2005,9/20/05,G04007388,PROGRESS,Unalaska,B,200.4903412,58
2005,9/20/05,G04007389,DESTINATION,Unalaska,B,403.358429,15
2005,9/20/05,G05002076,GOLDEN DAWN,Akutan pollock,B,275.4182167,64.99999928
2005,9/20/05,G05002078,ROYAL AMERICAN,Akutan pollock,B,157.5523834,19
2005,9/20/05,G05002081,NORTHWEST EXPLORER,Akutan pollock,B,228.5888672,2
2005,9/20/05,G05002082,ARCTURUS,Akutan pollock,B,206.0106201,15
2005,9/20/05,G05002083,NORTHERN PATRIOT,Akutan pollock,B,364.2960205,10
2005,9/21/05,G04007390,GREAT PACIFIC,Unalaska,B,206.9559104,69.00100342
2005,9/21/05,G04016501,SUNSET BAY,Northern Victor,B,193.6546326,31.00000095
2005,9/21/05,G04016502,COMMODORE,Northern Victor,B,172.0997009,56
2005,9/21/05,G04024548,CHELSEA K,Westward,B,847.1242218,27.99999952
2005,9/21/05,G04024549,PACIFIC PRINCE,Westward,B,487.3936367,18.00000036
2005,9/21/05,G05002084,ALDEBARAN,Akutan pollock,B,199.8013306,20
2005,9/21/05,G05002085,VIKING EXPLORER,Akutan pollock,B,214.2461243,8
2005,9/21/05,G05002086,ARCTIC EXPLORER,Akutan pollock,B,258.9462891,28
2005,9/21/05,G05002087,COLUMBIA,Akutan pollock,B,227.4848022,53
2005,9/21/05,G05002089,SEEKER,Akutan pollock,B,104.049263,15
2005,9/21/05,G05004442,ARGOSY,Unisea,B,376.7254791,4
2005,9/21/05,G05004443,FIERCE ALLEGIANCE,Unisea,B,247.5378647,8
2005,9/21/05,G05004444,FIERCE ALLEGIANCE,Unisea,B,133.0552025,3.999999881
2005,9/22/05,G04016503,ANITA J,Northern Victor,B,149.452507,62.00000191
2005,9/22/05,G05002095,ROYAL AMERICAN,Akutan pollock,B,145.5964813,20
2005,9/22/05,G05002096,ARCTURUS,Akutan pollock,B,234.9664307,11
2005,9/22/05,G05004446,AURIGA,Unisea,B,604.7643433,63
2005,9/23/05,G04007391,SEA WOLF,Unalaska,B,290.7257614,146.0000038
2005,9/23/05,G04007392,DESTINATION,Unalaska,B,248.9431152,42
2005,9/23/05,G04016505,ROYAL ATLANTIC,Northern Victor,B,226.9282227,0.99999997
2005,9/23/05,G04024555,ARCTIC WIND,Westward,B,245.1383476,3
2005,9/23/05,G05002100,SEEKER,Akutan pollock,B,134.4901581,24
2005,9/23/05,G05002102,SEADAWN,Unisea,B,123.9612656,23
2005,9/23/05,G05004447,AURORA,Unisea,B,565.18573,60.00000191
2005,9/23/05,G05004448,DEFENDER,Unisea,B,697.0701904,20
2005,9/24/05,G04007393,GUN-MAR,Unisea,B,513.3824463,5
2005,9/24/05,G04007394,ALASKA ROSE,Unalaska,B,344.5459442,3
2005,9/24/05,G04024556,ALASKAN COMMAND,Westward,B,637.0584106,15
2005,9/24/05,G04024557,CAITLIN ANN,Westward,B,303.1044312,0
2005,9/24/05,G05002103,ALDEBARAN,Akutan pollock,B,142.9424896,38
2005,9/24/05,G05002104,VIKING EXPLORER,Akutan pollock,B,217.0484467,16
2005,9/24/05,G05004449,STARLITE,Unisea,B,240.9963226,0
2005,9/25/05,G04007395,MORNING STAR,Unalaska,B,327.7873688,0
2005,9/25/05,G04024561,VIKING,Westward,B,323.7367249,0
2005,9/25/05,G05002105,GOLDEN DAWN,Akutan pollock,B,323.5530396,74
2005,9/25/05,G05002108,NORTHWEST EXPLORER,Akutan pollock,B,299.1263733,127
2005,9/25/05,G05002109,OCEAN LEADER,Peter Pan,B,125.1927795,2
